date	close	x	FIELD4
13-Apr-09	960	1239646505	
14-Apr-09	0	1239732905	
15-Apr-09	0	1239819305	
16-Apr-09	0	1239905705	
17-Apr-09	0	1239992105	
18-Apr-09	115	1240078505	
19-Apr-09	450	1240164905	
20-Apr-09	2250	1240251305	
21-Apr-09	3500	1240337705	
22-Apr-09	0	1240424105	
23-Apr-09	0	1240510505	
24-Apr-09	0	1240596905	
25-Apr-09	0	1240683305	
26-Apr-09	750	1240769705	
27-Apr-09	0	1240856105	
28-Apr-09	0	1240942505	
29-Apr-09	0	1241028905	
30-Apr-09	1000	1241115305	
01-May-09	0	1241201705	
02-May-09	0	1241288105	
03-May-09	699	1241374505	
04-May-09	50	1241460905	
05-May-09	1500	1241547305	
06-May-09	500	1241633705	
07-May-09	0	1241720105	
08-May-09	0	1241806505	
09-May-09	0	1241892905	
10-May-09	0	1241979305	
11-May-09	50	1242065705	
12-May-09	0	1242152105	
13-May-09	51	1242238505	
14-May-09	101	1242324905	
15-May-09	50	1242411305	
16-May-09	500	1242497705	
17-May-09	0	1242584105	
18-May-09	0	1242670505	
19-May-09	0	1242756905	
20-May-09	0	1242843305	
21-May-09	0	1242929705	
22-May-09	0	1243016105	
23-May-09	0	1243102505	
24-May-09	0	1243188905	
25-May-09	0	1243275305	
26-May-09	0	1243361705	
27-May-09	0	1243448105	
28-May-09	0	1243534505	
29-May-09	3000	1243620905	
30-May-09	0	1243707305	
31-May-09	0	1243793705	
01-Jun-09	0	1243880105	
02-Jun-09	0	1243966505	
03-Jun-09	0	1244052905	
04-Jun-09	0	1244139305	
05-Jun-09	0	1244225705	
06-Jun-09	0	1244312105	
07-Jun-09	0	1244398505	
08-Jun-09	0	1244484905	
09-Jun-09	0	1244571305	
10-Jun-09	0	1244657705	
11-Jun-09	0	1244744105	
12-Jun-09	0	1244830505	
13-Jun-09	0	1244916905	
14-Jun-09	0	1245003305	
15-Jun-09	0	1245089705	
16-Jun-09	0	1245176105	
17-Jun-09	0	1245262505	
18-Jun-09	0	1245348905	
19-Jun-09	0	1245435305	
20-Jun-09	0	1245521705	
21-Jun-09	0	1245608105	
22-Jun-09	3000	1245694505	
23-Jun-09	0	1245780905	
24-Jun-09	125	1245867305	
25-Jun-09	0	1245953705	
26-Jun-09	1000	1246040105	
27-Jun-09	0	1246126505	
28-Jun-09	25	1246212905	
29-Jun-09	0	1246299305	
30-Jun-09	125	1246385705	
01-Jul-09	100	1246472105	
02-Jul-09	0	1246558505	
03-Jul-09	10	1246644905	
04-Jul-09	0	1246731305	
05-Jul-09	0	1246817705	
06-Jul-09	0	1246904105	
07-Jul-09	0	1246990505	
08-Jul-09	0	1247076905	
09-Jul-09	0	1247163305	
10-Jul-09	0	1247249705	
11-Jul-09	0	1247336105	
12-Jul-09	0	1247422505	
13-Jul-09	0	1247508905	
14-Jul-09	0	1247595305	
15-Jul-09	0	1247681705	
16-Jul-09	0	1247768105	
17-Jul-09	0	1247854505	
18-Jul-09	0	1247940905	
19-Jul-09	0	1248027305	
20-Jul-09	0	1248113705	
21-Jul-09	6000	1248200105	
22-Jul-09	0	1248286505	
23-Jul-09	0	1248372905	
24-Jul-09	0	1248459305	
25-Jul-09	0	1248545705	
26-Jul-09	0	1248632105	
27-Jul-09	0	1248718505	
28-Jul-09	0	1248804905	
29-Jul-09	0	1248891305	
30-Jul-09	105	1248977705	
31-Jul-09	0	1249064105	
01-Aug-09	0	1249150505	
02-Aug-09	0	1249236905	
03-Aug-09	0	1249323305	
04-Aug-09	0	1249409705	
05-Aug-09	0	1249496105	
06-Aug-09	0	1249582505	
07-Aug-09	0	1249668905	
08-Aug-09	5500	1249755305	
09-Aug-09	0	1249841705	
10-Aug-09	0	1249928105	
11-Aug-09	0	1250014505	
12-Aug-09	0	1250100905	
13-Aug-09	0	1250187305	
14-Aug-09	0	1250273705	
15-Aug-09	0	1250360105	
16-Aug-09	0	1250446505	
17-Aug-09	0	1250532905	
18-Aug-09	0	1250619305	
19-Aug-09	0	1250705705	
20-Aug-09	0	1250792105	
21-Aug-09	0	1250878505	
22-Aug-09	0	1250964905	
23-Aug-09	0	1251051305	
24-Aug-09	0	1251137705	
25-Aug-09	0	1251224105	
26-Aug-09	0	1251310505	
27-Aug-09	2300	1251396905	
28-Aug-09	0	1251483305	
29-Aug-09	0	1251569705	
30-Aug-09	50	1251656105	
31-Aug-09	300	1251742505	
01-Sep-09	0	1251828905	
02-Sep-09	0	1251915305	
03-Sep-09	700	1252001705	
04-Sep-09	0	1252088105	
05-Sep-09	0	1252174505	
06-Sep-09	0	1252260905	
07-Sep-09	650	1252347305	
08-Sep-09	0	1252433705	
09-Sep-09	0	1252520105	
10-Sep-09	0	1252606505	
11-Sep-09	0	1252692905	
12-Sep-09	0	1252779305	
13-Sep-09	0	1252865705	
14-Sep-09	0	1252952105	
15-Sep-09	0	1253038505	
16-Sep-09	1	1253124905	
17-Sep-09	5000	1253211305	
18-Sep-09	0	1253297705	
19-Sep-09	0	1253384105	
20-Sep-09	0	1253470505	
21-Sep-09	0	1253556905	
22-Sep-09	400	1253643305	
23-Sep-09	2000	1253729705	
24-Sep-09	0	1253816105	
25-Sep-09	1300	1253902505	
26-Sep-09	0	1253988905	
27-Sep-09	800	1254075305	
28-Sep-09	0	1254161705	
29-Sep-09	2150	1254248105	
30-Sep-09	0	1254334505	
01-Oct-09	0	1254420905	
02-Oct-09	500	1254507305	
03-Oct-09	0	1254593705	
04-Oct-09	0	1254680105	
05-Oct-09	0	1254766505	
06-Oct-09	200	1254852905	
07-Oct-09	0	1254939305	
08-Oct-09	0	1255025705	
09-Oct-09	0	1255112105	
10-Oct-09	0	1255198505	
11-Oct-09	0	1255284905	
12-Oct-09	5050	1255371305	
13-Oct-09	0	1255457705	
14-Oct-09	0	1255544105	
15-Oct-09	0	1255630505	
16-Oct-09	9700	1255716905	
17-Oct-09	0	1255803305	
18-Oct-09	350	1255889705	
19-Oct-09	0	1255976105	
20-Oct-09	0	1256062505	
21-Oct-09	5000	1256148905	
22-Oct-09	12850	1256235305	
23-Oct-09	0	1256321705	
24-Oct-09	0	1256408105	
25-Oct-09	12250	1256494505	
26-Oct-09	0	1256580905	
27-Oct-09	13000	1256667305	
28-Oct-09	0	1256753705	
29-Oct-09	500	1256840105	
30-Oct-09	1550	1256926505	
31-Oct-09	0	1257012905	
01-Nov-09	0	1257099305	
02-Nov-09	0	1257185705	
03-Nov-09	0	1257272105	
04-Nov-09	0	1257358505	
05-Nov-09	15500	1257444905	
06-Nov-09	0	1257531305	
07-Nov-09	0	1257617705	
08-Nov-09	0	1257704105	
09-Nov-09	0	1257790505	
10-Nov-09	0	1257876905	
11-Nov-09	18000	1257963305	
12-Nov-09	0	1258049705	
13-Nov-09	520	1258136105	
14-Nov-09	0	1258222505	
15-Nov-09	0	1258308905	
16-Nov-09	0	1258395305	
17-Nov-09	0	1258481705	
18-Nov-09	0	1258568105	
19-Nov-09	0	1258654505	
20-Nov-09	44350	1258740905	
21-Nov-09	0	1258827305	
22-Nov-09	0	1258913705	
23-Nov-09	0	1259000105	
24-Nov-09	0	1259086505	
25-Nov-09	0	1259172905	
26-Nov-09	0	1259259305	
27-Nov-09	0	1259345705	
28-Nov-09	0	1259432105	
29-Nov-09	0	1259518505	
30-Nov-09	0	1259604905	
01-Dec-09	0	1259691305	
02-Dec-09	10000	1259777705	
03-Dec-09	0	1259864105	
04-Dec-09	0	1259950505	
05-Dec-09	0	1260036905	
06-Dec-09	996	1260123305	
07-Dec-09	0	1260209705	
08-Dec-09	1500	1260296105	
09-Dec-09	2104	1260382505	
10-Dec-09	21	1260468905	
11-Dec-09	0	1260555305	
12-Dec-09	5200	1260641705	
13-Dec-09	0	1260728105	
14-Dec-09	32497	1260814505	
15-Dec-09	5450	1260900905	
16-Dec-09	851	1260987305	
17-Dec-09	201	1261073705	
18-Dec-09	1	1261160105	
19-Dec-09	50	1261246505	
20-Dec-09	0	1261332905	
21-Dec-09	50	1261419305	
22-Dec-09	0	1261505705	
23-Dec-09	0	1261592105	
24-Dec-09	0	1261678505	
25-Dec-09	1	1261764905	
26-Dec-09	0	1261851305	
27-Dec-09	250	1261937705	
28-Dec-09	0	1262024105	
29-Dec-09	0	1262110505	
30-Dec-09	0	1262196905	
31-Dec-09	0	1262283305	
01-Jan-10	0	1262369705	
02-Jan-10	100	1262456105	
03-Jan-10	0	1262542505	
04-Jan-10	20778	1262628905	
05-Jan-10	0	1262715305	
06-Jan-10	0	1262801705	
07-Jan-10	0	1262888105	
08-Jan-10	0	1262974505	
09-Jan-10	0	1263060905	
10-Jan-10	0	1263147305	
11-Jan-10	0	1263233705	
12-Jan-10	10749	1263320105	
13-Jan-10	6	1263406505	
14-Jan-10	1	1263492905	
15-Jan-10	400	1263579305	
16-Jan-10	201	1263665705	
17-Jan-10	251	1263752105	
18-Jan-10	0	1263838505	
19-Jan-10	23	1263924905	
20-Jan-10	0	1264011305	
21-Jan-10	210	1264097705	
22-Jan-10	200	1264184105	
23-Jan-10	1	1264270505	
24-Jan-10	54	1264356905	
25-Jan-10	3275	1264443305	
26-Jan-10	725	1264529705	
27-Jan-10	200	1264616105	
28-Jan-10	1850	1264702505	
29-Jan-10	550	1264788905	
30-Jan-10	800	1264875305	
31-Jan-10	1650	1264961705	
01-Feb-10	2700	1265048105	
02-Feb-10	0	1265134505	
03-Feb-10	1350	1265220905	
04-Feb-10	350	1265307305	
05-Feb-10	13768	1265393705	
06-Feb-10	1300	1265480105	
07-Feb-10	802	1265566505	
08-Feb-10	7004	1265652905	
09-Feb-10	200	1265739305	
10-Feb-10	51000	1265825705	
11-Feb-10	800	1265912105	
12-Feb-10	8825	1265998505	
13-Feb-10	2199	1266084905	
14-Feb-10	19500	1266171305	
15-Feb-10	3065	1266257705	
16-Feb-10	2014	1266344105	
17-Feb-10	36500	1266430505	
18-Feb-10	7413	1266516905	
19-Feb-10	700	1266603305	
20-Feb-10	50	1266689705	
21-Feb-10	1553	1266776105	
22-Feb-10	19551	1266862505	
23-Feb-10	50	1266948905	
24-Feb-10	5300	1267035305	
25-Feb-10	700	1267121705	
26-Feb-10	13162	1267208105	
27-Feb-10	450	1267294505	
28-Feb-10	5250	1267380905	
01-Mar-10	1000	1267467305	
02-Mar-10	2600	1267553705	
03-Mar-10	250	1267640105	
04-Mar-10	10300	1267726505	
05-Mar-10	19150	1267812905	
06-Mar-10	23646	1267899305	
07-Mar-10	7555	1267985705	
08-Mar-10	9011	1268072105	
09-Mar-10	4000	1268158505	
10-Mar-10	1351	1268244905	
11-Mar-10	4351	1268331305	
12-Mar-10	250	1268417705	
13-Mar-10	1900	1268504105	
14-Mar-10	1550	1268590505	
15-Mar-10	7	1268676905	
16-Mar-10	150	1268763305	
17-Mar-10	2151	1268849705	
18-Mar-10	240	1268936105	
19-Mar-10	8820	1269022505	
20-Mar-10	3866	1269108905	
21-Mar-10	1567	1269195305	
22-Mar-10	2650	1269281705	
23-Mar-10	3703	1269368105	
24-Mar-10	1336	1269454505	
25-Mar-10	24500	1269540905	
26-Mar-10	2502	1269627305	
27-Mar-10	4225	1269713705	
28-Mar-10	1900	1269800105	
29-Mar-10	3650	1269886505	
30-Mar-10	550	1269972905	
31-Mar-10	1050	1270059305	
01-Apr-10	1473	1270145705	
02-Apr-10	1400	1270232105	
03-Apr-10	1672	1270318505	
04-Apr-10	2107	1270404905	
05-Apr-10	4210	1270491305	
06-Apr-10	10305	1270577705	
07-Apr-10	5499	1270664105	
08-Apr-10	3238	1270750505	
09-Apr-10	2410	1270836905	
10-Apr-10	22838	1270923305	
11-Apr-10	10413	1271009705	
12-Apr-10	23619	1271096105	
13-Apr-10	3277	1271182505	
14-Apr-10	5149	1271268905	
15-Apr-10	45814	1271355305	
16-Apr-10	7691	1271441705	
17-Apr-10	7856	1271528105	
18-Apr-10	8830	1271614505	
19-Apr-10	9091	1271700905	
20-Apr-10	31926	1271787305	
21-Apr-10	3945	1271873705	
22-Apr-10	22122	1271960105	
23-Apr-10	4588	1272046505	
24-Apr-10	2816	1272132905	
25-Apr-10	7651	1272219305	
26-Apr-10	8540	1272305705	
27-Apr-10	13402	1272392105	
28-Apr-10	6769	1272478505	
29-Apr-10	5428	1272564905	
30-Apr-10	33252	1272651305	
01-May-10	7679	1272737705	
02-May-10	2229	1272824105	
03-May-10	7653	1272910505	
04-May-10	5960	1272996905	
05-May-10	25978	1273083305	
06-May-10	9500	1273169705	
07-May-10	37872	1273256105	
08-May-10	3211	1273342505	
09-May-10	22978	1273428905	
10-May-10	5951	1273515305	
11-May-10	4850	1273601705	
12-May-10	9450	1273688105	
13-May-10	20128	1273774505	
14-May-10	12033	1273860905	
15-May-10	3758	1273947305	
16-May-10	2689	1274033705	
17-May-10	9621	1274120105	
18-May-10	7976	1274206505	
19-May-10	13765	1274292905	
20-May-10	3888	1274379305	
21-May-10	6165	1274465705	
22-May-10	46229	1274552105	
23-May-10	35646	1274638505	
24-May-10	7821	1274724905	
25-May-10	8200	1274811305	
26-May-10	13154	1274897705	
27-May-10	11237	1274984105	
28-May-10	13093	1275070505	
29-May-10	14877	1275156905	
30-May-10	12593	1275243305	
31-May-10	3377	1275329705	
01-Jun-10	7492	1275416105	
02-Jun-10	9505	1275502505	
03-Jun-10	8251	1275588905	
04-Jun-10	22260	1275675305	
05-Jun-10	4450	1275761705	
06-Jun-10	5700	1275848105	
07-Jun-10	20603	1275934505	
08-Jun-10	19952	1276020905	
09-Jun-10	17257	1276107305	
10-Jun-10	31192	1276193705	
11-Jun-10	7488	1276280105	
12-Jun-10	7798	1276366505	
13-Jun-10	6442	1276452905	
14-Jun-10	13756	1276539305	
15-Jun-10	18693	1276625705	
16-Jun-10	5436	1276712105	
17-Jun-10	27213	1276798505	
18-Jun-10	2627	1276884905	
19-Jun-10	45869	1276971305	
20-Jun-10	13193	1277057705	
21-Jun-10	6033	1277144105	
22-Jun-10	7974	1277230505	
23-Jun-10	7373	1277316905	
24-Jun-10	24475	1277403305	
25-Jun-10	8608	1277489705	
26-Jun-10	23311	1277576105	
27-Jun-10	11701	1277662505	
28-Jun-10	19406	1277748905	
29-Jun-10	29696	1277835305	
30-Jun-10	27921	1277921705	
01-Jul-10	32945	1278008105	
02-Jul-10	20072	1278094505	
03-Jul-10	98557	1278180905	
04-Jul-10	12166	1278267305	
05-Jul-10	50746	1278353705	
06-Jul-10	28620	1278440105	
07-Jul-10	42100	1278526505	
08-Jul-10	4437	1278612905	
09-Jul-10	6161	1278699305	
10-Jul-10	14270	1278785705	
11-Jul-10	19383	1278872105	
12-Jul-10	74014	1278958505	
13-Jul-10	41971	1279044905	
14-Jul-10	42482	1279131305	
15-Jul-10	55359	1279217705	
16-Jul-10	40352	1279304105	
17-Jul-10	29286	1279390505	
18-Jul-10	24704	1279476905	
19-Jul-10	34326	1279563305	
20-Jul-10	13891	1279649705	
21-Jul-10	18803	1279736105	
22-Jul-10	23458	1279822505	
23-Jul-10	15656	1279908905	
24-Jul-10	28599	1279995305	
25-Jul-10	20083	1280081705	
26-Jul-10	27157	1280168105	
27-Jul-10	63497	1280254505	
28-Jul-10	24087	1280340905	
29-Jul-10	56599	1280427305	
30-Jul-10	23813	1280513705	
31-Jul-10	15079	1280600105	
01-Aug-10	11178	1280686505	
02-Aug-10	14020	1280772905	
03-Aug-10	16547	1280859305	
04-Aug-10	27509	1280945705	
05-Aug-10	18402	1281032105	
06-Aug-10	16385	1281118505	
07-Aug-10	15056	1281204905	
08-Aug-10	11277	1281291305	
09-Aug-10	25114	1281377705	
10-Aug-10	54669	1281464105	
11-Aug-10	43379	1281550505	
12-Aug-10	22687	1281636905	
13-Aug-10	21943	1281723305	
14-Aug-10	11587	1281809705	
15-Aug-10	13369	1281896105	
16-Aug-10	18336	1281982505	
17-Aug-10	48276	1282068905	
18-Aug-10	35791	1282155305	
19-Aug-10	13756	1282241705	
20-Aug-10	21143	1282328105	
21-Aug-10	17456	1282414505	
22-Aug-10	29971	1282500905	
23-Aug-10	11325	1282587305	
24-Aug-10	11639	1282673705	
25-Aug-10	7927	1282760105	
26-Aug-10	18406	1282846505	
27-Aug-10	9867	1282932905	
28-Aug-10	24297	1283019305	
29-Aug-10	10183	1283105705	
30-Aug-10	12242	1283192105	
31-Aug-10	36148	1283278505	
01-Sep-10	10608	1283364905	
02-Sep-10	17917	1283451305	
03-Sep-10	27623	1283537705	
04-Sep-10	31088	1283624105	
05-Sep-10	13704	1283710505	
06-Sep-10	38581	1283796905	
07-Sep-10	21773	1283883305	
08-Sep-10	12730	1283969705	
09-Sep-10	16263	1284056105	
10-Sep-10	10471	1284142505	
11-Sep-10	8960	1284228905	
12-Sep-10	14410	1284315305	
13-Sep-10	22765	1284401705	
14-Sep-10	21753	1284488105	
15-Sep-10	27312	1284574505	
16-Sep-10	20542	1284660905	
17-Sep-10	29419	1284747305	
18-Sep-10	64511	1284833705	
19-Sep-10	47333	1284920105	
20-Sep-10	37079	1285006505	
21-Sep-10	19532	1285092905	
22-Sep-10	29221	1285179305	
23-Sep-10	52468	1285265705	
24-Sep-10	33287	1285352105	
25-Sep-10	17081	1285438505	
26-Sep-10	17937	1285524905	
27-Sep-10	23224	1285611305	
28-Sep-10	36393	1285697705	
29-Sep-10	75030	1285784105	
30-Sep-10	23113	1285870505	
01-Oct-10	37900	1285956905	
02-Oct-10	26603	1286043305	
03-Oct-10	308807	1286129705	
04-Oct-10	52756	1286216105	
05-Oct-10	102992	1286302505	
06-Oct-10	47798	1286388905	
07-Oct-10	113361	1286475305	
08-Oct-10	141197	1286561705	
09-Oct-10	119618	1286648105	
10-Oct-10	100796	1286734505	
11-Oct-10	44629	1286820905	
12-Oct-10	53705	1286907305	
13-Oct-10	20565	1286993705	
14-Oct-10	54510	1287080105	
15-Oct-10	61040	1287166505	
16-Oct-10	88694	1287252905	
17-Oct-10	42958	1287339305	
18-Oct-10	35804	1287425705	
19-Oct-10	26563	1287512105	
20-Oct-10	53581	1287598505	
21-Oct-10	61704	1287684905	
22-Oct-10	21545	1287771305	
23-Oct-10	22526	1287857705	
24-Oct-10	62707	1287944105	
25-Oct-10	28663	1288030505	
26-Oct-10	67585	1288116905	
27-Oct-10	95974	1288203305	
28-Oct-10	34660	1288289705	
29-Oct-10	84353	1288376105	
30-Oct-10	53262	1288462505	
31-Oct-10	37864	1288548905	
01-Nov-10	29308	1288635305	
02-Nov-10	25460	1288721705	
03-Nov-10	24894	1288808105	
04-Nov-10	121157	1288894505	
05-Nov-10	34158	1288980905	
06-Nov-10	97886	1289067305	
07-Nov-10	48507	1289153705	
08-Nov-10	362333	1289240105	
09-Nov-10	76779	1289326505	
10-Nov-10	23186	1289412905	
11-Nov-10	23965	1289499305	
12-Nov-10	12168	1289585705	
13-Nov-10	22213	1289672105	
14-Nov-10	18968	1289758505	
15-Nov-10	34712	1289844905	
16-Nov-10	62913	1289931305	
17-Nov-10	29748	1290017705	
18-Nov-10	19312	1290104105	
19-Nov-10	22933	1290190505	
20-Nov-10	44336	1290276905	
21-Nov-10	40694	1290363305	
22-Nov-10	14892	1290449705	
23-Nov-10	26813	1290536105	
24-Nov-10	28430	1290622505	
25-Nov-10	35493	1290708905	
26-Nov-10	85229	1290795305	
27-Nov-10	14023	1290881705	
28-Nov-10	17779	1290968105	
29-Nov-10	14877	1291054505	
30-Nov-10	37503	1291140905	
01-Dec-10	57641	1291227305	
02-Dec-10	49189	1291313705	
03-Dec-10	22943	1291400105	
04-Dec-10	43158	1291486505	
05-Dec-10	20058	1291572905	
06-Dec-10	68458	1291659305	
07-Dec-10	35807	1291745705	
08-Dec-10	32359	1291832105	
09-Dec-10	21406	1291918505	
10-Dec-10	16465	1292004905	
11-Dec-10	35052	1292091305	
12-Dec-10	11573	1292177705	
13-Dec-10	61238	1292264105	
14-Dec-10	35810	1292350505	
15-Dec-10	28533	1292436905	
16-Dec-10	19227	1292523305	
17-Dec-10	15390	1292609705	
18-Dec-10	27822	1292696105	
19-Dec-10	49844	1292782505	
20-Dec-10	9947	1292868905	
21-Dec-10	25471	1292955305	
22-Dec-10	52973	1293041705	
23-Dec-10	12081	1293128105	
24-Dec-10	8306	1293214505	
25-Dec-10	16699	1293300905	
26-Dec-10	6221	1293387305	
27-Dec-10	36631	1293473705	
28-Dec-10	32108	1293560105	
29-Dec-10	39442	1293646505	
30-Dec-10	24101	1293732905	
31-Dec-10	15190	1293819305	
01-Jan-11	14165	1293905705	
02-Jan-11	16549	1293992105	
03-Jan-11	16147	1294078505	
04-Jan-11	29843	1294164905	
05-Jan-11	15872	1294251305	
06-Jan-11	16897	1294337705	
07-Jan-11	16471	1294424105	
08-Jan-11	28540	1294510505	
09-Jan-11	15229	1294596905	
10-Jan-11	29205	1294683305	
11-Jan-11	33205	1294769705	
12-Jan-11	54291	1294856105	
13-Jan-11	30136	1294942505	
14-Jan-11	46542	1295028905	
15-Jan-11	49149	1295115305	
16-Jan-11	14231	1295201705	
17-Jan-11	53120	1295288105	
18-Jan-11	44858	1295374505	
19-Jan-11	41823	1295460905	
20-Jan-11	39116	1295547305	
21-Jan-11	22131	1295633705	
22-Jan-11	30108	1295720105	
23-Jan-11	41308	1295806505	
24-Jan-11	32648	1295892905	
25-Jan-11	22572	1295979305	
26-Jan-11	19656	1296065705	
27-Jan-11	585044	1296152105	
28-Jan-11	168850	1296238505	
29-Jan-11	20243	1296324905	
30-Jan-11	14816	1296411305	
31-Jan-11	22125	1296497705	
01-Feb-11	65952	1296584105	
02-Feb-11	83347	1296670505	
03-Feb-11	37980	1296756905	
04-Feb-11	26818	1296843305	
05-Feb-11	47336	1296929705	
06-Feb-11	24206	1297016105	
07-Feb-11	117154	1297102505	
08-Feb-11	29709	1297188905	
09-Feb-11	27157	1297275305	
10-Feb-11	65974	1297361705	
11-Feb-11	44865	1297448105	
12-Feb-11	33819	1297534505	
13-Feb-11	20222	1297620905	
14-Feb-11	26912	1297707305	
15-Feb-11	49798	1297793705	
16-Feb-11	29042	1297880105	
17-Feb-11	15136	1297966505	
18-Feb-11	29197	1298052905	
19-Feb-11	39425	1298139305	
20-Feb-11	30970	1298225705	
21-Feb-11	27628	1298312105	
22-Feb-11	31476	1298398505	
23-Feb-11	27635	1298484905	
24-Feb-11	32620	1298571305	
25-Feb-11	31889	1298657705	
26-Feb-11	52964	1298744105	
27-Feb-11	81308	1298830505	
28-Feb-11	25477	1298916905	
01-Mar-11	245575	1299003305	
02-Mar-11	102167	1299089705	
03-Mar-11	95765	1299176105	
04-Mar-11	42351	1299262505	
05-Mar-11	25239	1299348905	
06-Mar-11	44242	1299435305	
07-Mar-11	37530	1299521705	
08-Mar-11	41558	1299608105	
09-Mar-11	101936	1299694505	
10-Mar-11	133197	1299780905	
11-Mar-11	104570	1299867305	
12-Mar-11	65700	1299953705	
13-Mar-11	56110	1300040105	
14-Mar-11	138121	1300126505	
15-Mar-11	81372	1300212905	
16-Mar-11	69316	1300299305	
17-Mar-11	87744	1300385705	
18-Mar-11	68006	1300472105	
19-Mar-11	62606	1300558505	
20-Mar-11	44225	1300644905	
21-Mar-11	56973	1300731305	
22-Mar-11	79382	1300817705	
23-Mar-11	76069	1300904105	
24-Mar-11	109095	1300990505	
25-Mar-11	78856	1301076905	
26-Mar-11	112312	1301163305	
27-Mar-11	64329	1301249705	
28-Mar-11	66894	1301336105	
29-Mar-11	54311	1301422505	
30-Mar-11	54561	1301508905	
31-Mar-11	62342	1301595305	
01-Apr-11	47904	1301681705	
02-Apr-11	33123	1301768105	
03-Apr-11	56526	1301854505	
04-Apr-11	49865	1301940905	
05-Apr-11	64725	1302027305	
06-Apr-11	36643	1302113705	
07-Apr-11	67732	1302200105	
08-Apr-11	49910	1302286505	
09-Apr-11	62897	1302372905	
10-Apr-11	48990	1302459305	
11-Apr-11	46477	1302545705	
12-Apr-11	77504	1302632105	
13-Apr-11	74439	1302718505	
14-Apr-11	48707	1302804905	
15-Apr-11	91834	1302891305	
16-Apr-11	139197	1302977705	
17-Apr-11	719605	1303064105	
18-Apr-11	72965	1303150505	
19-Apr-11	1681065	1303236905	
20-Apr-11	674834	1303323305	
21-Apr-11	61429	1303409705	
22-Apr-11	135533	1303496105	
23-Apr-11	82849	1303582505	
24-Apr-11	83009	1303668905	
25-Apr-11	44931	1303755305	
26-Apr-11	63927	1303841705	
27-Apr-11	53907	1303928105	
28-Apr-11	111295	1304014505	
29-Apr-11	203720	1304100905	
30-Apr-11	289771	1304187305	
01-May-11	79974	1304273705	
02-May-11	61723	1304360105	
